texto,nota,id,data,sentimento,tiposentimento,domain_id
"O notebook é amplamente elogiado por seu ótimo custobenefício, sendo considerado prático e atendendo bem às necessidades de estudo e trabalho. Destacase por ser leve, bonito e ter boa bateria. Contudo, há relatos isolados de problemas técnicos como desligamentos inesperados e travamentos.",5,MLB17474267,2025-11-20T00:00:00,0.875,Positivo,MLB-NOTEBOOKS
Windos pede compra do pacote ofice já 15 dias depois do uso quase 500 reais anual. Se soubesse desta não compraria. Praticamente não posso usar word e planilhas que coloquei no excel. Uma avaliação de 365 dias de graça na verdade não existe é 365-15=350 dias que você tem de pagar ou você é biocotado com travamento lentidão e negação de acesso. O not é razoavel pelo preço; mas se você usa muito armazenamento o hd comporta 64g muita coisa só pode ser salva em nuven e na nuvem você também paga.,5,MLB17474267,2021-08-29T00:00:00,0.7992,Positivo,MLB-NOTEBOOKS
Ótimo.,5,MLB22740767,2025-09-09T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
"O notebook é bem avaliado por sua rapidez e eficiência em tarefas de estudo e pesquisa, com destaque para a longa duração da bateria. O design e o acabamento também são elogiados, assim como a qualidade de imagem e a leveza do aparelho. Recomendado para quem busca um dispositivo eficaz para as necessidades do dia a dia.",5,MLB18384142,2025-11-20T00:00:00,0.6908,Positivo,MLB-NOTEBOOKS
"Excelente, ótimo para estudar e fazer pesquisas, abre muito rápido os documentos e internet, a bateria dura muito tempo, como anunciado. Recomendo !.",5,MLB18384142,2022-05-10T00:00:00,0.8622,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado por ser leve, com boas características e adequado para tarefas simples como assistir aulas e trabalhos acadêmicos. No entanto, há críticas significativas sobre travamentos frequentes, problemas de durabilidade e defeitos que surgem rapidamente. Além disso, a câmera e o cabo de alimentação são considerados de qualidade inferior.",5,MLB24743047,2025-11-20T00:00:00,-0.296,Negativo,MLB-NOTEBOOKS
"Não está ligando mais o nootbok nem 4 meses de uso coloco a fonte nele ele acende a tela e desliga quero saber como resolver esse problema, não posso ficar com esse prejuízo fui numa assistência técnica me disseram que não compensa eu querer consertar,quero saber se me reembolsam ou me mandam um noot novo.",1,MLB24743047,2021-06-07T00:00:00,-0.7783,Negativo,MLB-NOTEBOOKS
Atende bem. Dei de presente pra namorada. Ela amou.,5,MLB45444119,2025-11-05T00:00:00,0.6124,Positivo,MLB-NOTEBOOKS
"O notebook é bom custo benefício,mas pra quem tem costume com o sistema windows migrar pro linux pode ser um desafio, principalmente pra instalar apps,mas até então estou gostando,a bateria dura umas 4 horas e demora 2 horas pra carga total então está com ótimo desempenho por enquanto,mas só tem 2 dias de uso,vamos ver se continua assim.",4,MLB45444119,2025-06-13T00:00:00,0.5106,Positivo,MLB-NOTEBOOKS
Ótimo.,5,MLB21455249,2024-02-28T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
Bom.,4,MLB28417459,2024-04-16T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Pelo preço tá ótimo a que se destina.,5,MLB28417459,2024-05-10T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
Boa.,5,MLB28417459,2025-04-17T00:00:00,0.4404,Positivo,MLB-NOTEBOOKS
Muito bom.,5,MLB28417459,2025-05-08T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Muito bom marca e uma da melhores comprei e aprovei show pode comprar sem medo positivo.,5,MLB28417459,2025-10-15T00:00:00,0.5574,Positivo,MLB-NOTEBOOKS
"Notebook bom, só trava um pouco.",5,MLB28417459,2025-10-22T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
"Ótimo, comprei arriscando e não me arrependi. Recomendo sim a todos que precisam.",5,MLB24769791,2021-10-15T00:00:00,0.4019,Positivo,MLB-NOTEBOOKS
Otimo.,5,MLB24769791,2023-08-29T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
Bom.,5,MLB28921931,2025-06-14T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
"Pessimo,assim que comprei deu defeito.",1,MLB24068521,2023-08-17T00:00:00,-0.4215,Negativo,MLB-NOTEBOOKS
Ótimo.,5,MLB24068521,2024-07-09T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
Ótimo custo benefício. Oferece o que promete.,5,MLB24068521,2024-09-12T00:00:00,0.5574,Positivo,MLB-NOTEBOOKS
"Produto descarrega muito rápido, e demora muito pra carregar.",2,MLB24068521,2024-09-30T00:00:00,-0.128,Negativo,MLB-NOTEBOOKS
Tops.,5,MLB24068521,2025-10-08T00:00:00,0.5106,Positivo,MLB-NOTEBOOKS
Produto excelente.,4,MLB24068521,2025-10-18T00:00:00,0.6249,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado por ser leve, moderno e oferecer um bom custobenefício, superando expectativas para um modelo básico. No entanto, há críticas sobre a duração da bateria, problemas de desempenho e defeitos que surgem rapidamente após o início do uso.",5,MLB24068521,2025-11-20T00:00:00,0.7096,Positivo,MLB-NOTEBOOKS
Gostei muito do notebook supero minhas espequitativas.,5,MLB24068521,2018-09-25T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
"Notebook maravilhoso,superou as expectativas.",5,MLB62175406,2025-10-11T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
Veio lacredo td direitinho novinha na configuraçao.,5,MLB62175406,2025-11-11T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
"O notebook é bonito, fino, possui entradas suficientes p/um uso doméstico. Ele é rápido e a tela tem uma resolução muito boa. Tendo em vista outros modelos , acho que vale o preço que paguei. Uso p/estudo e alguns trabalhos de escritório. Cumpre bem a função.",4,MLB62175406,2025-11-18T00:00:00,0.875,Positivo,MLB-NOTEBOOKS
Muito bom o custo benefício.,5,MLB62175406,2025-11-19T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Ótimo produto.,5,MLB24068284,2023-09-07T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
Maravilhoso pode comprar sem medo.,5,MLB24068284,2024-10-29T00:00:00,0.2263,Positivo,MLB-NOTEBOOKS
Excelente escolha.,5,MLB43200832,2025-11-21T00:00:00,0.6249,Positivo,MLB-NOTEBOOKS
"Lindoo demais amei recomendo, vale muito apena.",5,MLB43200832,2025-02-11T00:00:00,0.4173,Positivo,MLB-NOTEBOOKS
Produto muito bom.,5,MLB43200832,2025-08-04T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
"Maravilhoso! superou as expectativas, para quem precisa de um note para trabalho, estudo, assistir filmes e séries é perfeito! a led da tela que vem nele vem em 3 níveis (fraca, média e forte) achamos isso muito legal! o som dele é bom, mas também temos 2 caixinhas pequenas que melhoram mais ainda o som, ele é leve e bem rápido, ótimo desempenho até o momento! qualidade de imagem é ótima e o tamanho dele é ótimo. Créditos na imagem da minha gatinha que amou a caixa para poder brincar hahaha, podem comprar sem medo!!!!. Aproveitem e sigam nossa loja na shopee: utenlar store 🥰.",5,MLB43200832,2025-03-15T00:00:00,0.973,Positivo,MLB-NOTEBOOKS
"Excelente até o momento, não usei ainda pra dizer que é bom.",5,MLB43200832,2025-08-18T00:00:00,0.6908,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado por seu design atraente e leveza, além de oferecer um excelente custobenefício. Ele é considerado ideal para atividades diárias como trabalho, estudo e entretenimento, com boa qualidade de imagem e som. O desempenho é descrito como satisfatório, superando as expectativas para as funções básicas.",5,MLB43200832,2025-11-20T00:00:00,0.9674,Positivo,MLB-NOTEBOOKS
É muito bom.,5,MLB43200832,2024-11-28T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Para estudos e trabalhos o notebook é excelente.,5,MLB28488916,2025-09-29T00:00:00,0.5423,Positivo,MLB-NOTEBOOKS
Amei e lindo.,5,MLB28488916,2025-10-03T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
E muito bom gostei muito.,5,MLB28488916,2025-10-06T00:00:00,0.6808,Positivo,MLB-NOTEBOOKS
"Muito bom, recomendo.",5,MLB28488916,2025-10-11T00:00:00,0.6486,Positivo,MLB-NOTEBOOKS
Top.,5,MLB16267563,2023-06-13T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
"Excelente produto, utilizamos na igreja para trabalhos relacionados e tem um ótimo desempenho.",5,MLB16267563,2023-08-27T00:00:00,0.7184,Positivo,MLB-NOTEBOOKS
"Satisfação , em ter um destes.",5,MLB16267563,2024-06-20T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
Muito bom!!.,4,MLB16267563,2024-09-05T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
"Muito bom ,surpreendeu.",4,MLB16267563,2024-11-22T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Perfeito.,5,MLB16267563,2025-10-21T00:00:00,0.3182,Positivo,MLB-NOTEBOOKS
"O produto é elogiado por ser compacto, prático e com bom desempenho, especialmente em atividades específicas como trabalhos na igreja. A versatilidade e a relação custobenefício também são destacadas positivamente. No entanto, há uma crítica significativa sobre a durabilidade e a falta de suporte técnico adequado.",5,MLB16267563,2025-11-20T00:00:00,0.8773,Positivo,MLB-NOTEBOOKS
"Até o momento muito bom custo benefício. Muito versátil e pelo valor surpreende ""até agora"".",5,MLB16267563,2021-09-06T00:00:00,0.6369,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado pela qualidade de imagem e facilidade de uso, sendo adequado para trabalho e estudo. No entanto, há críticas sobre travamentos frequentes e lentidão, além de problemas com a memória que não pode ser expandida. Alguns usuários relataram defeitos em menos de um ano de uso.",5,MLB15915856,2025-11-20T00:00:00,-0.1027,Negativo,MLB-NOTEBOOKS
"Não tem garantia, peças não condiz com o que está na discrição e não tem opção de troca em menos de um ano, nem seguro, não tem garantia de devolução. Os dois que eu comprei deram problema com menos de um ano e não consegui fazer troca ou concerto.",1,MLB15915856,2021-12-14T00:00:00,-0.7003,Negativo,MLB-NOTEBOOKS
"Muito bom, veio certinho.",5,MLB50900232,2025-10-12T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
"Atendeu minhas expectativas, produto bom.",5,MLB50900232,2025-10-21T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Muito bom o produto.,5,MLB50900232,2025-10-28T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Atende as necessidades básicas!.,4,MLB50900232,2025-10-28T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
"Muito bom, pena que é linux e se trocar sistema operacional, perde garantia.",5,MLB50900232,2025-11-05T00:00:00,0.0772,Positivo,MLB-NOTEBOOKS
Amei veio tudo certo.,5,MLB50900232,2025-11-11T00:00:00,0.2732,Positivo,MLB-NOTEBOOKS
Bom.,5,MLB50900232,2025-09-21T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
"O notebook é descrito como tendo chegado em perfeitas condições, atendendo às expectativas iniciais. Não há informações adicionais sobre desempenho ou características específicas do produto.",5,MLB50900232,2025-11-20T00:00:00,0.0516,Positivo,MLB-NOTEBOOKS
Ótimo.,5,MLB50900232,2025-09-10T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
Perfeito para o dia-a-dia.,5,MLB22485486,2023-12-03T00:00:00,0.1779,Positivo,MLB-NOTEBOOKS
Maravilhoso meu filho amou.,5,MLB22485486,2023-12-25T00:00:00,0.5719,Positivo,MLB-NOTEBOOKS
"Tem que se entender que é muito básico, para navegar na internet e fazer tarefas que exijam pouco poder de processamento. Pelo preço é um bom produto.",5,MLB22485486,2024-03-25T00:00:00,0.296,Positivo,MLB-NOTEBOOKS
Produto maravilhoso até comprei outro.,5,MLB22485486,2024-04-01T00:00:00,0.5719,Positivo,MLB-NOTEBOOKS
"O produto e ótimo pra estudos,produto novo, otimo custo e benefício, recomendo :).",5,MLB22485486,2025-04-07T00:00:00,0.7579,Positivo,MLB-NOTEBOOKS
Muito mais bonito que na propaganda.,5,MLB22485486,2025-07-17T00:00:00,0.296,Positivo,MLB-NOTEBOOKS
Produtos ótimo mais não veio com a nota fiscal.,5,MLB22485486,2025-10-28T00:00:00,0.0772,Positivo,MLB-NOTEBOOKS
Aprovado.,5,MLB22485486,2023-11-06T00:00:00,0.25,Positivo,MLB-NOTEBOOKS
"O produto é elogiado por atender bem às necessidades diárias, sendo ideal para leitura, estudos e uso básico, além de ter um bom custobenefício e um design atraente. No entanto, há preocupações sobre a durabilidade e a vida útil da bateria, com relatos de falhas após pouco tempo de uso. Apesar disso, muitos consideram o produto satisfatório para suas finalidades.",5,MLB22485486,2025-11-20T00:00:00,0.872,Positivo,MLB-NOTEBOOKS
"Dentre as opções mais em conta, é a que mais compensa, desde que não instale muitos aplicativos pesados.",4,MLB22485486,2023-07-06T00:00:00,-0.296,Negativo,MLB-NOTEBOOKS
"O notebook é elogiado pelo excelente custobenefício, sendo ideal para estudos e tarefas simples, com destaque para sua portabilidade e design compacto. Embora não seja potente para programas pesados, atende bem às necessidades básicas de trabalho e estudo, com boa duração de bateria. A marca Positivo surpreendeu positivamente muitos usuários, que destacam a satisfação com a compra e a adequação do produto para o uso diário.",5,MLB28083229,2025-11-20T00:00:00,0.9618,Positivo,MLB-NOTEBOOKS
"Estou usando este notebook já a um mês, e estou amando. Nunca pude ter um, por conta de condição financeira mesmo, mais comecei a estuda, e como deus não desampara aqueles que procura se esforçar, ele preparou, e conseguir comprar esse. Nunca travou, uso para estudo, ler pdf, acessar vários sites, vídeos aulas, youtube, estou mega satisfeita, a bateria também é excelente, pelo menos pra mim, dura bem. Sou grata a deus por mais essa conquista, compre. Vale a pena!.",5,MLB28083229,2024-03-12T00:00:00,0.784,Positivo,MLB-NOTEBOOKS
Não possui a definição de tela que está publicada nas características.,3,MLB47773931,2025-09-09T00:00:00,-0.296,Negativo,MLB-NOTEBOOKS
Estou indignada! nunca me aconteceu nada parecido nas compras pelo ml. Comprei um notebook para trabalhar e qual não foi minha surpresa: ao abrir a tela inicial aparece um nome de usuário e solicitação de pin. Que me faz crer que o produto é usado. Sem contar que não consigo usar! péssimo serviço.,1,MLB47773931,2025-10-03T00:00:00,-0.6229,Negativo,MLB-NOTEBOOKS
"Gostei, ele é simples, mas atende minhas necessidades.",5,MLB47773931,2025-08-22T00:00:00,0.2263,Positivo,MLB-NOTEBOOKS
Ótimo adorei pode comprar que vão gosta.,5,MLB47773931,2025-10-10T00:00:00,0.3612,Positivo,MLB-NOTEBOOKS
"Comprei pra minha filha, e ela gostou muito.",5,MLB47773931,2025-11-02T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
"O notebook é elogiado por seu excelente custobenefício, qualidade de imagem e construção, além de ser rápido e responsivo para tarefas diárias e jogos leves. A bateria é resistente e o produto permite upgrades que podem melhorar ainda mais o desempenho.",5,MLB37214684,2025-11-20T00:00:00,0.9081,Positivo,MLB-NOTEBOOKS
"(essa avaliação é detalhada, pois muitos que compram nem falam sobre o produto). Bom, vamos lá. Estou com o notebook a exatos 29 dias, só deixei pra fazer a avaliação agora, pois é um tempo considerável para falar mais detalhadamente. O notebook é excelente! comprei ele pra trabalho. Vou iniciar no design gráfico, então eu precisava de uma boa aquisição. Até então me atendeu bem no uso do photoshop, illustrator, lightroom, indesign. Não travou em nenhum momento considerando o meu tipo de edição (manipulação de imagens, vetorização, trabalho com várias pranchetas, etc. ). Não coloquei mais memória ram, já que queria ver seu desempenho de fábrica mesmo; cru (e falta cash pra isso também kkkk). Me aventurei em alguns jogos, pra passar o tempo. Joguei terraria, hades, dead cells, brawlhalla. Não testei jogos aaa pois não é meu foco, mas pelos reviews a fora, deve rodar até que bastante coisa. Pra quem vai estudar, trabalhar e quer jogar alguma coisa no tempo livre (como jogos de plataforma) vai atender super bem, e é pra quem eu realmente recomendo: quem estuda e trampa. Não vão se arrepender. Seu som é bem considerável, nem alto, nem baixo. Depende da plataforma que vai assistir (alto no youtube), é o suficiente!. Sobre a tela. É uma tela de muita qualidade. Porém por ser a primeira vez que uso um painel ips, eu tô estranhando a diferença na saturação, mas é questão de costume mesmo. Única ressalva: o meu veio com um chiado na parte dos speakers, mas desconsidero.",5,MLB37214684,2025-01-04T00:00:00,0.7766,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado pelo excelente custobenefício e pela boa qualidade, atendendo bem às finalidades para as quais é destinado. A marca Positivo é reconhecida por sua evolução, sendo o produto considerado ideal para estudos e tarefas corriqueiras. Além disso, o design é apreciado, com destaque para a rápida iniciação e praticidade no uso diário.",5,MLB37039056,2025-11-20T00:00:00,0.9628,Positivo,MLB-NOTEBOOKS
Ótimo produto. Já estou adorando.,5,MLB37039056,2025-10-05T00:00:00,0.6249,Positivo,MLB-NOTEBOOKS
"Bom,custo benefício 👍.",4,MLB21459171,2025-02-27T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
Muito 👍.,4,MLB21459171,2025-11-28T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
É um produto bom.,4,MLB21459171,2023-06-27T00:00:00,0.4215,Positivo,MLB-NOTEBOOKS
Pra estudar é excelente.,5,MLB21459171,2023-07-04T00:00:00,0.6249,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado pelo excelente custobenefício e pela rapidez em tarefas de estudo, além de ser leve e ter um design clean. A qualidade do produto surpreendeu positivamente, sendo considerado uma boa escolha para quem busca um dispositivo simples e eficiente.",5,MLB38031777,2025-11-20T00:00:00,0.9413,Positivo,MLB-NOTEBOOKS
Pouco tempinho d uso. Veio certinho. Depois volto pra conta a vcs a experiência.,4,MLB38031777,2024-09-15T00:00:00,0.0,Neutro,MLB-NOTEBOOKS
Bom dia. Muito obrigado!.,5,MLB29760552,2024-10-15T00:00:00,0.4753,Positivo,MLB-NOTEBOOKS
Aguardo carregar para o uso.,5,MLB29760552,2025-10-17T00:00:00,-0.1531,Negativo,MLB-NOTEBOOKS
"Muito bom, foi uma excelente compra.",5,MLB29760552,2024-10-05T00:00:00,0.7845,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado por sua rapidez e desempenho, sendo adequado para navegação e até para jogos medianos. A bateria é considerada muito boa, e o custobenefício é destacado, apesar do acabamento não ser tão robusto.",5,MLB29760552,2025-11-20T00:00:00,0.0276,Neutro,MLB-NOTEBOOKS
"Notebook top. Muito bom msm. Somente a bateria que não dura ,descarrega ligeiro.",5,MLB29760552,2024-09-10T00:00:00,0.1531,Positivo,MLB-NOTEBOOKS
"O notebook é elogiado pelo excelente custobenefício, sendo considerado rápido, leve e com boa duração de bateria. Destacase pelo design atraente, teclado iluminado e sistema operacional eficiente, além de ser adequado para estudos e tarefas diárias.",5,MLB31561010,2025-11-20T00:00:00,0.9485,Positivo,MLB-NOTEBOOKS
"O material utilizado no corpo do aparelho faz ele passar uma impressão de ser frágil, já internamente gostei do que vi, aparentemente bons componentes e boa contrução também, a marca vem melhorando, mas ainda existem várias falhas como essa, economizar na contrução e adicionar um lumina bar inutil, luz nenhuma faz essa webcam prestar.",4,MLB31561010,2024-08-15T00:00:00,-0.6652,Negativo,MLB-NOTEBOOKS
Uma droga. Durou um dia. Pior que desligou com meus dados dentro. E agora?.,1,MLB31530213,2024-02-21T00:00:00,-0.8176,Negativo,MLB-NOTEBOOKS
"O notebook é elogiado por seu design compacto e leve, tornandoo fácil de transportar. Ele é considerado ágil e prático para tarefas do dia a dia, atendendo bem às expectativas dos usuários. Além disso, é visto como uma boa opção de custobenefício, especialmente para estudos.",5,MLB56724643,2025-11-20T00:00:00,0.836,Positivo,MLB-NOTEBOOKS
O produto de ótima aparência design muito bonito gostei da parte de configurações do software.,5,MLB56724643,2025-10-09T00:00:00,0.7184,Positivo,MLB-NOTEBOOKS
Produto atendeu todas a espectativas.,5,MLB61494384,2024-09-28T00:00:00,0.0,Neutro,MLB-CELLPHONES
Nossa muito legal esse aparelho parabéns em pensar na população que gosta de de simplicidade e comodidade!.,5,MLB61494384,2024-10-03T00:00:00,0.8172,Positivo,MLB-CELLPHONES
Recomendo.,4,MLB61494384,2024-10-05T00:00:00,0.3612,Positivo,MLB-CELLPHONES
Produto atendeu minha necessidade.,4,MLB61494384,2024-10-20T00:00:00,0.0,Neutro,MLB-CELLPHONES
"É um bom emular, básico , para idoso, o volume é alto, teclas grandes, atende. As necessidades.",5,MLB61494384,2024-10-20T00:00:00,0.5267,Positivo,MLB-CELLPHONES
Bem simples. Perfeito pra quem tem mais idade e possui muita dificuldade em usar smartphone touch screen.,5,MLB61494384,2025-01-29T00:00:00,0.2732,Positivo,MLB-CELLPHONES
"Muito bom , comprei para meu avô e foi perfeito.",5,MLB61494384,2025-10-12T00:00:00,0.5423,Positivo,MLB-CELLPHONES
Top.,5,MLB61494384,2025-10-15T00:00:00,0.0,Neutro,MLB-CELLPHONES
Muito bom produto. Aprovo e recomendo.,5,MLB61494384,2025-10-28T00:00:00,0.6486,Positivo,MLB-CELLPHONES
Bom produto.,4,MLB61494384,2025-11-17T00:00:00,0.4215,Positivo,MLB-CELLPHONES
Produto bom e de boa qualidade!!!.,5,MLB61494384,2025-11-23T00:00:00,0.7633,Positivo,MLB-CELLPHONES
"É bem avaliado por sua simplicidade e funcionalidade, especialmente para idosos, com números grandes e bom sinal em áreas rurais. No entanto, há relatos de problemas com a entrada de chip após alguns meses de uso. O produto é geralmente recomendado por sua qualidade e adequação a usuários que preferem simplicidade.",5,MLB61494384,2025-11-20T00:00:00,0.6605,Positivo,MLB-CELLPHONES
Meu pai gostou! recomendo.,5,MLB61494384,2024-04-03T00:00:00,0.4199,Positivo,MLB-CELLPHONES
Excelente. Já é o quarto que compro pra minha mãe q é idosa e não sabe usar os modelos modernos. Recomendo.,5,MLB19578938,2024-09-06T00:00:00,0.6597,Positivo,MLB-CELLPHONES
Como esperava.,5,MLB19578938,2024-09-12T00:00:00,0.3818,Positivo,MLB-CELLPHONES
Minha mãe amou o novo celular dela. Excelente produto. Recomendo a compra.,5,MLB19578938,2024-09-30T00:00:00,0.765,Positivo,MLB-CELLPHONES
"O smartphone é reconhecido pelo excelente custobenefício e por superar as expectativas de muitos usuários em termos de design e funcionalidades básicas. A bateria é elogiada por sua duração, mas há relatos de lentidão e problemas com a câmera e a resolução da tela.",5,MLB16033514,2025-11-20T00:00:00,0.1655,Positivo,MLB-CELLPHONES
"Produto é bom , claro que tem alguns pontos negativos sim porque o celular não é uma marca boa vamos conbinar , mas pra quem proucura o celular basico esse é ideal. A imagem nao é das melhores mas também não é a pior da pra usar , pelo valor esta bom é um celular simples ,o bom é que tem o desbloqueio por impressão digital e facial esse é um dos pontos positivos desse aparelho, eu indico pra quem precisa de um celular básico.",5,MLB16033514,2021-11-17T00:00:00,0.91,Positivo,MLB-CELLPHONES
"O celular é elogiado por ser simples, funcional e com bom custobenefício, adequado para tarefas diárias e redes sociais. No entanto, muitos usuários relatam problemas de desempenho, como travamentos frequentes, superaquecimento e baixa qualidade de áudio. Além disso, há críticas à qualidade do hardware, que é considerado frágil e insuficiente para suportar aplicativos mais exigentes.",5,MLB47353665,2025-11-20T00:00:00,0.4939,Positivo,MLB-CELLPHONES
"Comprei pra usar como segundo aparelho e gps na moto. A bateria é ótima, dura 2 dias tranquilamente, vem com capinha e película e carregador micro usb. A tela é um lcd simples, sob o sol ou luz forte vc pode ter alguma dificuldade de enxergar. Uso pra google maps, deezer, gympass e wpp, consigo alternar entre os apps com um pouco de paciência mas sem travamentos ou erros. 4g/wifi excelentes. O carregador micro usb pela parte de cima facilita usar enquanto carrega. A câmera consegue fazer verificações de identidade sem problemas.",5,MLB47353665,2024-04-06T00:00:00,-0.764,Negativo,MLB-CELLPHONES
"O aparelho é elogiado por ser simples e funcional para necessidades básicas, destacandose por seu bom desempenho em tarefas simples e seu custobenefício. Entretanto, há diversas reclamações sobre sua lentidão e a baixa durabilidade da bateria, além de problemas frequentes com travamentos.",5,MLB16206437,2025-11-20T00:00:00,0.2732,Positivo,MLB-CELLPHONES
"Não há como desabilitar a economia de bateria, então a conexão com a internet é interrompida em poucos minutos após bloquear a tela. Se você precisa estar 100% do tempo conectado à internet ou quer saber sempre que alguém te envia uma mensagem no whatsapp, você terá muito problema com esse aparelho. Precisará desbloquear a tela e digitar sua senha de 10 em 10 minutos para se manter conectado. É extremamente lento. A impressão que dá é que fizeram esse celular para tornar a vida das pessoas mais lentas. Se você se sente pobre e sendo deixado pra trás, esse celular vai ampliar ainda mais seu sofrimento. Muito bom pra quem quer se manter na posição de vítima ou dizer pra mulher que não respondeu a mensagem por que o celular não apitou. Não recomendaria esse aparelho para ninguém! só pro cara que quer beber até mais tarde sem ser incomodado. Ou seja, pra ninguém mesmo. Pra esse cara eu recomendaria terapia e um celular bom no modo silencioso.",1,MLB16206437,2021-06-05T00:00:00,-0.8741,Negativo,MLB-CELLPHONES
"É elogiado por sua qualidade, custobenefício e adequação para usuários que buscam um celular simples, especialmente para idosos. Destacase pela boa duração da bateria e facilidade de uso, mas há críticas sobre o volume baixo e problemas de durabilidade. Apesar de algumas falhas, muitos consideram o produto satisfatório.",5,MLB22587851,2025-11-20T00:00:00,-0.3071,Negativo,MLB-CELLPHONES
"Gostei bastante dele, ele é um celular super bonito, parece ser bem mais caro do que realmente é! a tela é bem nítida(e muito grande por sinal) e funciona os apps muito bem! pra quem gosta de ficar assistindo vídeos, filmes, séries, novelas, e-books, super recomendo! tem gente reclamando por ser quad-core unisoc t310 e 2gb ram, mas pelo preço acessível, está de bom tamanho! a bateria sendo 4000mah dura por um dia inteiro e não esquenta muito. As câmeras não é forte do celular, para quem pensou que seria boa por conta de ser tripla, mas é razoável.",5,MLB22587851,2023-09-17T00:00:00,0.9474,Positivo,MLB-CELLPHONES
De acordo do que eu preciso.,5,MLB43607777,2025-10-24T00:00:00,0.4939,Positivo,MLB-CELLPHONES
Dentro das espectativas.,5,MLB43607777,2025-11-16T00:00:00,0.0,Neutro,MLB-CELLPHONES
Top.,5,MLB43607777,2025-11-20T00:00:00,0.0,Neutro,MLB-CELLPHONES
Top.,5,MLB43607777,2025-11-27T00:00:00,0.0,Neutro,MLB-CELLPHONES
Ótimo minha mãe adorou.,5,MLB43607777,2025-11-29T00:00:00,0.3612,Positivo,MLB-CELLPHONES
"O celular é muito bom, não tenho foros dele pois foi dado de presente.",5,MLB43607777,2025-10-26T00:00:00,0.5423,Positivo,MLB-CELLPHONES
"Excelente! fácil de usar, letras grandes, muito prático para ser usado como telefone !.",5,MLB43607777,2023-05-18T00:00:00,0.8475,Positivo,MLB-CELLPHONES
"O produto é elogiado por ser prático e atender bem às expectativas, especialmente para pessoas idosas. No entanto, há críticas significativas sobre a funcionalidade, incluindo problemas com a aceitação de chips e a qualidade geral. A aparência é considerada boa, mas a usabilidade é questionada.",5,MLB43607777,2025-11-20T00:00:00,0.4684,Positivo,MLB-CELLPHONES
Ótimo para pessoas idosas.,5,MLB43607777,2024-09-24T00:00:00,0.2263,Positivo,MLB-CELLPHONES
A pessoa para a qual eu dei de presente adorou.,5,MLB23889014,2023-10-27T00:00:00,0.3182,Positivo,MLB-CELLPHONES
"Eu achei o produto excelente, atendeu as minhas expectativas.",5,MLB23889014,2025-02-14T00:00:00,0.6249,Positivo,MLB-CELLPHONES
Ótimo.,5,MLB23889014,2025-10-27T00:00:00,0.3612,Positivo,MLB-CELLPHONES
Ótimo para meu tio idoso.,5,MLB23889014,2025-11-11T00:00:00,0.2263,Positivo,MLB-CELLPHONES
Foi comprado para minha mãe que ja não tem uma boa visão e foi ótimo pq os números são grandes com espaço pra digitar e o botão dela atender e de cor diferentes ao de ela não se confundi mais com os outros botões.,5,MLB23889014,2025-11-27T00:00:00,0.5719,Positivo,MLB-CELLPHONES
