id,date_created,catalog_product_id,domain_id,name,main_features,quality_type,priority,type,keywords,description
MLB42190795,2024-10-22T15:34:17Z,,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Wi-Fi, fechadura da porta de entrada",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Wi-Fi, fechadura da porta de entrada",
MLB45653680,2025-01-23T00:37:31Z,MLB45653680,MLB-ELECTRIC_LOCKS,Fechadura inteligente L60 Ipx5 para porta frontal sem Lilla,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente L60 Ipx5 para porta frontal sem Lilla,
MLB47118255,2025-03-13T23:28:32Z,MLB47118255,MLB-ELECTRIC_LOCKS,Fechadura inteligente de porta de alumínio prateado Philips Ddl608,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente de porta de alumínio prateado Philips Ddl608,
MLB59531349,2025-10-10T15:42:27Z,MLB59531349,MLB-ELECTRIC_LOCKS,Fechadura inteligente Lorvibo para porta de entrada sem enchimento,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Lorvibo para porta de entrada sem enchimento,
MLB59615262,2025-10-10T19:05:49Z,MLB59615262,MLB-ELECTRIC_LOCKS,"Fechadura de porta com teclado inteligente com alça, trancada",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura de porta com teclado inteligente com alça, trancada",
MLB53431898,2025-08-05T13:59:07Z,MLB53431898,MLB-ELECTRIC_LOCKS,Fechadura Wi-fi Inteligente Para Porta De Vidro Lotus,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Wi-fi Inteligente Para Porta De Vidro Lotus,
MLB38729531,2024-07-30T03:06:32Z,MLB38729531,MLB-ELECTRIC_LOCKS,"Nyboer - Fechadura de vídeo inteligente WiFi, maçaneta de porta",[],COMPLETE,MEDIUM,PRODUCT,"Nyboer - Fechadura de vídeo inteligente WiFi, maçaneta de porta",
MLB54482338,2025-09-02T13:31:01Z,MLB54482338,MLB-ELECTRIC_LOCKS,"Fechadura de porta com impressão digital inteligente Ghome, perigo",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura de porta com impressão digital inteligente Ghome, perigo",
MLB45653608,2025-01-23T00:28:16Z,MLB45653608,MLB-ELECTRIC_LOCKS,Fechadura inteligente com teclado e maçaneta para porta Dela,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente com teclado e maçaneta para porta Dela,
MLB59583852,2025-10-10T17:56:42Z,MLB59583852,MLB-ELECTRIC_LOCKS,Fechadura de porta frontal inteligente U-bolt-BK Ultralo,[],COMPLETE,MEDIUM,PRODUCT,Fechadura de porta frontal inteligente U-bolt-BK Ultralo,
MLB59554938,2025-10-10T16:48:13Z,MLB59554938,MLB-ELECTRIC_LOCKS,Heantle - Fechadura de porta de entrada inteligente L-Free,[],COMPLETE,MEDIUM,PRODUCT,Heantle - Fechadura de porta de entrada inteligente L-Free,
MLB59607167,2025-10-10T18:46:41Z,MLB59607167,MLB-ELECTRIC_LOCKS,"Fechadura inteligente WiFi com impressão digital, fechadura de porta",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente WiFi com impressão digital, fechadura de porta",
MLB60004705,2025-10-13T02:08:00Z,MLB60004705,MLB-ELECTRIC_LOCKS,"Fechadura inteligente, fechadura de porta de entrada sem LL",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente, fechadura de porta de entrada sem LL",
MLB30915760,2024-01-29T02:31:08Z,MLB30915760,MLB-ELECTRIC_LOCKS,"Fechadura inteligente, impressão digital Gjv, fechadura de porta D",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente, impressão digital Gjv, fechadura de porta D",
MLB57376923,2025-09-22T22:04:34Z,MLB57376923,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Devo G4, fechadura de porta de entrada",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Devo G4, fechadura de porta de entrada",
MLB61593088,2025-11-01T16:27:52Z,MLB61593088,MLB-ELECTRIC_LOCKS,Fechadura inteligente Besbuy para porta de entrada sem chave,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Besbuy para porta de entrada sem chave,
MLB45018025,2024-12-23T01:08:44Z,MLB45018025,MLB-ELECTRIC_LOCKS,Fechadura inteligente de impressão digital de porta Veise Ews,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente de impressão digital de porta Veise Ews,
MLB26901570,2023-09-09T07:50:21Z,MLB26901570,MLB-ELECTRIC_LOCKS,Fechadura de impressão digital inteligente com alça de porta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura de impressão digital inteligente com alça de porta,
MLB46974476,2025-03-08T11:34:09Z,MLB46974476,MLB-ELECTRIC_LOCKS,Fechadura de porta deslizante inteligente eletrônica de cor prata,[],COMPLETE,MEDIUM,PRODUCT,Fechadura de porta deslizante inteligente eletrônica de cor prata,
MLB61594493,2025-11-01T17:32:15Z,MLB61594493,MLB-ELECTRIC_LOCKS,"Conjunto de fechadura de porta frontal inteligente, capacete D",[],COMPLETE,MEDIUM,PRODUCT,"Conjunto de fechadura de porta frontal inteligente, capacete D",
MLB52104454,2025-07-07T03:09:05Z,MLB52104454,MLB-ELECTRIC_LOCKS,"Conjunto de fechadura inteligente para porta frontal, feche. Cor: Preto",[],COMPLETE,MEDIUM,PRODUCT,"Conjunto de fechadura inteligente para porta frontal, feche. Cor: Preto",
MLB45485785,2025-01-15T05:24:46Z,MLB45485785,MLB-ELECTRIC_LOCKS,Fechadura inteligente sem chave para Wi-Fi na porta frontal,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente sem chave para Wi-Fi na porta frontal,
MLB44553672,2024-12-06T13:25:36Z,MLB44553672,MLB-ELECTRIC_LOCKS,Fechadura de porta Wifi com impressão digital digital eletrônica inteligente,[],COMPLETE,MEDIUM,PRODUCT,Fechadura de porta Wifi com impressão digital digital eletrônica inteligente,
MLB48038988,2025-04-13T04:02:45Z,MLB48038988,MLB-ELECTRIC_LOCKS,Pino Do Teclado Da Fechadura Inteligente Da Porta Com Tela,[],COMPLETE,MEDIUM,PRODUCT,Pino Do Teclado Da Fechadura Inteligente Da Porta Com Tela,
MLB27598740,2023-10-10T04:08:20Z,MLB27598740,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Eufy Security C220, fechadura de porta de entrada",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Eufy Security C220, fechadura de porta de entrada",
MLB27418237,2023-10-02T01:51:25Z,MLB27418237,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Eufy Security D20, fechadura de porta de entrada",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Eufy Security D20, fechadura de porta de entrada",
MLB43820370,2024-11-26T03:59:09Z,MLB43820370,MLB-ELECTRIC_LOCKS,Fechadura de porta Wifi com impressão digital digital eletrônica inteligente,[],COMPLETE,MEDIUM,PRODUCT,Fechadura de porta Wifi com impressão digital digital eletrônica inteligente,
MLB28937296,2023-12-14T07:13:22Z,MLB28937296,MLB-ELECTRIC_LOCKS,"Fechadura inteligente: porta de vidro/madeira compensada embutida, cor preta",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente: porta de vidro/madeira compensada embutida, cor preta",
MLB32105980,2024-02-04T12:38:02Z,MLB32105980,MLB-ELECTRIC_LOCKS,Fechadura inteligente Techlock Wifi para porta frontal - chave 6 em 1,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Techlock Wifi para porta frontal - chave 6 em 1,
MLB45600476,2025-01-20T15:17:07Z,MLB45600476,MLB-ELECTRIC_LOCKS,Fechadura inteligente folheada digital para porta externa Tock Lite Black TL,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente folheada digital para porta externa Tock Lite Black TL,
MLB42333654,2024-10-26T04:38:32Z,MLB42333654,MLB-ELECTRIC_LOCKS,Fechadura de porta com impressão digital inteligente Desloc. Cor: preto fosco,[],COMPLETE,MEDIUM,PRODUCT,Fechadura de porta com impressão digital inteligente Desloc. Cor: preto fosco,
MLB41801563,2024-10-11T12:01:49Z,MLB41801563,MLB-ELECTRIC_LOCKS,"Fechadura inteligente sem chave Proscenic L60, fechadura de porta. Cor: Preto",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente sem chave Proscenic L60, fechadura de porta. Cor: Preto",
MLB36401579,2024-04-30T22:50:31Z,MLB36401579,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Secustone, fechadura de porta de entrada sem chave, Deadbolt D",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Secustone, fechadura de porta de entrada sem chave, Deadbolt D",
MLB28484635,2023-11-28T01:29:22Z,MLB28484635,MLB-ELECTRIC_LOCKS,"Fechadura inteligente com sensor de porta, fechadura de apoio para os pés",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente com sensor de porta, fechadura de apoio para os pés",
MLB57075709,2025-09-20T16:54:21Z,MLB57075709,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Porta Vidro A Prova D'água Biometria Cor Vidro Com Vidro,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Inteligente Porta Vidro A Prova D'água Biometria Cor Vidro Com Vidro,
MLB61863047,2025-11-07T23:10:26Z,MLB61863047,MLB-ELECTRIC_LOCKS,Fechadura inteligente com alça: fechadura da porta de entrada. Cor: preto Smart Lock,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente com alça: fechadura da porta de entrada. Cor: preto Smart Lock,
MLB62063114,2025-11-12T14:25:18Z,MLB62063114,MLB-ELECTRIC_LOCKS,"Fechadura Digital Inteligente Estreita Porta De Correr Intelar X10,ip68,para Área Externa",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura Digital Inteligente Estreita Porta De Correr Intelar X10,ip68,para Área Externa",
MLB62063117,2025-11-12T14:25:25Z,MLB62063117,MLB-ELECTRIC_LOCKS,"Fechadura Digital Inteligente Estreita Porta De Dobradiça Intelar X9,ip68,para Área Externa",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura Digital Inteligente Estreita Porta De Dobradiça Intelar X9,ip68,para Área Externa",
MLB54112062,2025-08-28T14:47:00Z,MLB54112062,MLB-ELECTRIC_LOCKS,Fechadura Digital Biométrica Wifi Sobrepor Com Controle Inteligente De App Chave Porta Cartao Fechadura,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Digital Biométrica Wifi Sobrepor Com Controle Inteligente De App Chave Porta Cartao Fechadura,
MLB47423020,2025-03-26T15:19:47Z,MLB47423020,MLB-ELECTRIC_LOCKS,Fechadura Eletrônica Inteligente Digital Deslizante Porta De Correr Vidro Segurança App Senha Numerica Touch,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Eletrônica Inteligente Digital Deslizante Porta De Correr Vidro Segurança App Senha Numerica Touch,
MLB56181164,2025-09-15T07:35:56Z,MLB56181164,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Porta Vidro A Prova D'água Biometria Cor Vidro Com Batente Em Alvenaria Ou Madeira,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Inteligente Porta Vidro A Prova D'água Biometria Cor Vidro Com Batente Em Alvenaria Ou Madeira,
MLB44554570,2024-12-06T14:04:48Z,MLB44554570,MLB-ELECTRIC_LOCKS,"Placa de bloqueio inteligente eletrônica externa impermeável, função antialavanca, 5 maneiras de abrir a porta, modo normalmente aberto, impressão digital, senha, cartão, chave mecânica para abrir L",[],COMPLETE,MEDIUM,PRODUCT,"Placa de bloqueio inteligente eletrônica externa impermeável, função antialavanca, 5 maneiras de abrir a porta, modo normalmente aberto, impressão digital, senha, cartão, chave mecânica para abrir L",
MLB28907959,2023-12-14T05:23:54Z,MLB28907959,MLB-ELECTRIC_LOCKS,"Porta eletrônica inteligente, fechadura digital Wi-Fi com impressão digital, códigos de aplicativos móveis para fechadura de porta externa",[],COMPLETE,MEDIUM,PRODUCT,"Porta eletrônica inteligente, fechadura digital Wi-Fi com impressão digital, códigos de aplicativos móveis para fechadura de porta externa",
MLB38708482,2024-07-29T02:46:39Z,MLB38708482,MLB-ELECTRIC_LOCKS,"Bloqueio inteligente, impressão digital inteligente",[],COMPLETE,MEDIUM,PRODUCT,"Bloqueio inteligente, impressão digital inteligente",
MLB47815978,2025-04-09T17:58:40Z,MLB47815978,MLB-ELECTRIC_LOCKS,"Códigos de placa de bloqueio eletrônico inteligente Wi-Fi, impressões digitais, chave, cartão, espessura de porta recomendada pelo aplicativo Tuya 40-65 mm",[],COMPLETE,MEDIUM,PRODUCT,"Códigos de placa de bloqueio eletrônico inteligente Wi-Fi, impressões digitais, chave, cartão, espessura de porta recomendada pelo aplicativo Tuya 40-65 mm",
MLB48951590,2025-05-02T17:26:16Z,MLB48951590,MLB-ELECTRIC_LOCKS,Placa de bloqueio inteligente eletrônica Bluetooth de 5 vias Espessura recomendada da porta 30-50 mm direita/esquerda,[],COMPLETE,MEDIUM,PRODUCT,Placa de bloqueio inteligente eletrônica Bluetooth de 5 vias Espessura recomendada da porta 30-50 mm direita/esquerda,
MLB37807489,2024-06-19T20:14:30Z,MLB37807489,MLB-ELECTRIC_LOCKS,Fechadura externa inteligente Graffiti Fechadura de porta de dupla face Senha de impressão digital Fechadura eletrônica de ferro Black Bull Head,[],COMPLETE,MEDIUM,PRODUCT,Fechadura externa inteligente Graffiti Fechadura de porta de dupla face Senha de impressão digital Fechadura eletrônica de ferro Black Bull Head,
MLB37338638,2024-05-30T19:20:32Z,MLB37338638,MLB-ELECTRIC_LOCKS,Fechadura inteligente para casa inteligente Radix Vta+,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente para casa inteligente Radix Vta+,
MLB45385785,2025-01-08T23:27:02Z,MLB45385785,MLB-ELECTRIC_LOCKS,"Fechadura inteligente, eletrônica, placa digital, fechadura inteligente",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente, eletrônica, placa digital, fechadura inteligente",
MLB54411232,2025-09-01T09:02:30Z,MLB54411232,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Devo G2, fechadura inteligente digital",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Devo G2, fechadura inteligente digital",
MLB44789948,2024-12-15T22:19:50Z,MLB44789948,MLB-ELECTRIC_LOCKS,"Fechadura inteligente,",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente,",
MLB48874168,2025-04-20T03:40:55Z,MLB48874168,MLB-ELECTRIC_LOCKS,"Fechadura inteligente, fechadura eletrônica Tfx1",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente, fechadura eletrônica Tfx1",
MLB53872561,2025-08-14T13:20:29Z,MLB53872561,MLB-ELECTRIC_LOCKS,"Fechadura eletrônica inteligente, placa digital, fechadura inteligente preta",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura eletrônica inteligente, placa digital, fechadura inteligente preta",
MLB61276972,2025-10-27T23:35:00Z,MLB61276972,MLB-ELECTRIC_LOCKS,Fechadura inteligente preta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente preta,
MLB54310876,2025-08-31T03:28:10Z,MLB54310876,MLB-ELECTRIC_LOCKS,"Fechadura inteligente, fechadura digital, placa inteligente de cor dourada",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente, fechadura digital, placa inteligente de cor dourada",
MLB62150043,2025-11-14T14:36:50Z,MLB62150043,MLB-ELECTRIC_LOCKS,"Fechadura Inteligente Para Portas, Fechadura Wi-fi Com Tela, Aplicativo Tuya, Fechadura Inteligente Conectada À Rede, Compatível Com Reconhecimento Biométrico, Totalmente Automática.",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura Inteligente Para Portas, Fechadura Wi-fi Com Tela, Aplicativo Tuya, Fechadura Inteligente Conectada À Rede, Compatível Com Reconhecimento Biométrico, Totalmente Automática.",
MLB36409835,2024-05-01T00:11:05Z,MLB36409835,MLB-ELECTRIC_LOCKS,"Fechadura de entrada sem chave, fechadura inteligente",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura de entrada sem chave, fechadura inteligente",
MLB59678063,2025-10-11T00:03:57Z,MLB59678063,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Harfo, fechadura sem chave, trancada",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Harfo, fechadura sem chave, trancada",
MLB50639322,2025-05-29T09:26:58Z,MLB50639322,MLB-ELECTRIC_LOCKS,"Fechadura inteligente com fechadura de entrada sem chave, fechadura",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente com fechadura de entrada sem chave, fechadura",
MLB45467251,2025-01-14T19:11:22Z,MLB45467251,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Dermum Wifi, fechadura biométrica H",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Dermum Wifi, fechadura biométrica H",
MLB28479857,2023-11-27T23:41:51Z,MLB28479857,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Smart Keybox,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Inteligente Smart Keybox,
MLB42569724,2024-11-01T20:34:01Z,MLB42569724,MLB-ELECTRIC_LOCKS,Fechadura eletrônica digital Wi-Fi inteligente com câmera Fechadura eletrônica inteligente placa digital fechadura inteligente tela/aplicativo visual Tuya Kuiiyer,[],COMPLETE,MEDIUM,PRODUCT,Fechadura eletrônica digital Wi-Fi inteligente com câmera Fechadura eletrônica inteligente placa digital fechadura inteligente tela/aplicativo visual Tuya Kuiiyer,
MLB47247929,2025-03-18T14:36:25Z,MLB47247929,MLB-ELECTRIC_LOCKS,Fechadura inteligente interna e externa do Airbnb Fechadura inteligente Fechaduras eletrônicas inteligentes Wi-Fi Bluetooth,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente interna e externa do Airbnb Fechadura inteligente Fechaduras eletrônicas inteligentes Wi-Fi Bluetooth,
MLB37890416,2024-06-25T23:43:57Z,MLB37890416,MLB-ELECTRIC_LOCKS,"Fechadura inteligente, Ultraloq U-bolt Pro, fechadura permanente",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente, Ultraloq U-bolt Pro, fechadura permanente",
MLB48066965,2025-04-13T05:12:49Z,MLB48066965,MLB-ELECTRIC_LOCKS,Fechadura inteligente Qleung S811 preta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Qleung S811 preta,
MLB53710614,2025-08-09T21:05:53Z,MLB53710614,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Smile Black Shine,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Inteligente Smile Black Shine,
MLB49964720,2025-05-13T22:40:33Z,MLB49964720,MLB-ELECTRIC_LOCKS,Fechadura inteligente Shb F7pro preta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Shb F7pro preta,
MLB53261162,2025-08-02T06:02:50Z,MLB53261162,MLB-ELECTRIC_LOCKS,Fechadura inteligente Aqara U200 Silver,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Aqara U200 Silver,
MLB47042265,2025-03-10T16:06:51Z,MLB47042265,MLB-ELECTRIC_LOCKS,Fechadura inteligente digital Impressão digital Fechadura digital cor preta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente digital Impressão digital Fechadura digital cor preta,
MLB36790684,2024-05-11T01:20:25Z,MLB36790684,MLB-ELECTRIC_LOCKS,Fechadura inteligente Bluetooth interna Master Lock,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Bluetooth interna Master Lock,
MLB45846125,2025-02-01T19:26:46Z,MLB45846125,MLB-ELECTRIC_LOCKS,Fechadura inteligente digital Odis Smart 8900,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente digital Odis Smart 8900,
MLB51505997,2025-06-21T14:44:24Z,MLB51505997,MLB-ELECTRIC_LOCKS,Fechadura inteligente eletrônica digital Veneer Bluetooth,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente eletrônica digital Veneer Bluetooth,
MLB55396782,2025-09-10T02:01:19Z,MLB55396782,MLB-ELECTRIC_LOCKS,Fechadura inteligente Veise Ve018 com alça,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Veise Ve018 com alça,
MLB62211372,2025-11-15T16:09:35Z,MLB62211372,MLB-ELECTRIC_LOCKS,"Fechadura inteligente, Tecnolite, modelo CIE202VCDTCW-BD",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente, Tecnolite, modelo CIE202VCDTCW-BD",
MLB62105701,2025-11-13T06:59:29Z,MLB62105701,MLB-ELECTRIC_LOCKS,Fechadura inteligente biométrica ultra segura Sifely,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente biométrica ultra segura Sifely,
MLB51533734,2025-06-24T15:04:22Z,MLB51533734,MLB-ELECTRIC_LOCKS,Fechadura inteligente eletrônica Tuya Security Wifi,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente eletrônica Tuya Security Wifi,
MLB48650572,2025-04-17T19:10:16Z,MLB48650572,MLB-ELECTRIC_LOCKS,Fechadura inteligente Bluetooth biométrica Catchface A290,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Bluetooth biométrica Catchface A290,
MLB36893906,2024-05-14T02:35:10Z,MLB36893906,MLB-ELECTRIC_LOCKS,Fechadura inteligente eletrônica Bluetooth Ph5 Silver,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente eletrônica Bluetooth Ph5 Silver,
MLB22362474,2023-03-24T18:28:07Z,MLB22362474,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Com Biometria Bluetooth Preta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Inteligente Com Biometria Bluetooth Preta,
MLB50581929,2025-05-28T04:18:33Z,MLB50581929,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Eletrônica Wifi Direita/Esquerda,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Inteligente Eletrônica Wifi Direita/Esquerda,
MLB50023648,2025-05-15T05:15:05Z,MLB50023648,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Liftmaster Yale Touch Níquel,[],PRIMITIVE,MEDIUM,PRODUCT,Fechadura Inteligente Liftmaster Yale Touch Níquel,
MLB53441832,2025-08-05T17:46:41Z,MLB53441832,MLB-ELECTRIC_LOCKS,Fechadura inteligente U300 Aqara Color Matte,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente U300 Aqara Color Matte,
MLB37386541,2024-06-01T03:33:22Z,MLB37386541,MLB-ELECTRIC_LOCKS,Fechadura inteligente Wi-Fi Nexxt Silver,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Wi-Fi Nexxt Silver,
MLB40865264,2024-09-17T15:03:08Z,MLB40865264,MLB-ELECTRIC_LOCKS,Fechadura inteligente digital Suono Smartlock Sturdy Wifi,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente digital Suono Smartlock Sturdy Wifi,
MLB27503019,2023-10-06T06:08:59Z,MLB27503019,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Aqara N100, Zigbee, Apple Homekit.",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Aqara N100, Zigbee, Apple Homekit.",
MLB49542488,2025-05-11T19:54:12Z,MLB49542488,MLB-ELECTRIC_LOCKS,"Fechadura Inteligente Switchbot Lock Pro Wifi, Dupla",[],PRIMITIVE,MEDIUM,PRODUCT,"Fechadura Inteligente Switchbot Lock Pro Wifi, Dupla",
MLB52245350,2025-07-11T01:50:57Z,MLB52245350,MLB-ELECTRIC_LOCKS,Fechadura inteligente com impressão digital eletrônica preta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente com impressão digital eletrônica preta,
MLB44419106,2024-12-04T19:20:03Z,MLB44419106,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Com Reconhecimento Facial E Campainha,[],COMPLETE,MEDIUM,PRODUCT,Fechadura Inteligente Com Reconhecimento Facial E Campainha,
MLB50990174,2025-06-06T01:43:17Z,MLB50990174,MLB-ELECTRIC_LOCKS,Fechadura inteligente biométrica preta Heixsmt Ht718 Wifi,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente biométrica preta Heixsmt Ht718 Wifi,
MLB52344614,2025-07-13T03:45:29Z,MLB52344614,MLB-ELECTRIC_LOCKS,Fechadura inteligente Nuki Smart Lock Ultra White,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Nuki Smart Lock Ultra White,
MLB48818649,2025-04-19T15:37:23Z,MLB48818649,MLB-ELECTRIC_LOCKS,Fechadura inteligente Schlage Encode Wifi Camelot Bronze,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Schlage Encode Wifi Camelot Bronze,
MLB48838871,2025-04-19T19:38:43Z,MLB48838871,MLB-ELECTRIC_LOCKS,Fechadura inteligente Blusafe Contour V 2nd Black,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Blusafe Contour V 2nd Black,
MLB48670922,2025-04-18T00:11:46Z,MLB48670922,MLB-ELECTRIC_LOCKS,Fechadura inteligente biométrica Lockly Secure Plus Rfid,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente biométrica Lockly Secure Plus Rfid,
MLB59600748,2025-10-10T18:32:41Z,MLB59600748,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Klozar com impressão digital, C",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Klozar com impressão digital, C",
MLB48651349,2025-04-17T19:24:45Z,MLB48651349,MLB-ELECTRIC_LOCKS,Fechadura inteligente biométrica moderna de vidro temperado inteligente com câmera,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente biométrica moderna de vidro temperado inteligente com câmera,
MLB49777629,2025-05-12T23:21:56Z,MLB49777629,MLB-ELECTRIC_LOCKS,Fechadura Inteligente Wifi Schlage Encode Century Cromo,[],PRIMITIVE,MEDIUM,PRODUCT,Fechadura Inteligente Wifi Schlage Encode Century Cromo,
MLB55642871,2025-09-10T23:09:41Z,MLB55642871,MLB-ELECTRIC_LOCKS,Fechadura inteligente ultra segura com impressão digital,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente ultra segura com impressão digital,
MLB54210787,2025-08-30T05:04:26Z,MLB54210787,MLB-ELECTRIC_LOCKS,Fechadura inteligente eletrônica Kwikset Smartcode com calça,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente eletrônica Kwikset Smartcode com calça,
MLB48826789,2025-04-19T16:48:50Z,MLB48826789,MLB-ELECTRIC_LOCKS,"Fechadura inteligente Aqara U50, controle remoto, preto",[],COMPLETE,MEDIUM,PRODUCT,"Fechadura inteligente Aqara U50, controle remoto, preto",
MLB32082569,2024-02-04T08:40:03Z,MLB32082569,MLB-ELECTRIC_LOCKS,Fechadura inteligente Igloohome Push-pull Mortise - Airbnb,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Igloohome Push-pull Mortise - Airbnb,
MLB48839510,2025-04-19T19:54:00Z,MLB48839510,MLB-ELECTRIC_LOCKS,Fechadura inteligente Lockly Secure Plus - preta fosca,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Lockly Secure Plus - preta fosca,
MLB48793983,2025-04-19T10:06:58Z,MLB48793983,MLB-ELECTRIC_LOCKS,Fechadura inteligente Desloc B200 com impressão digital,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente Desloc B200 com impressão digital,
MLB61620934,2025-11-02T21:41:34Z,MLB61620934,MLB-ELECTRIC_LOCKS,Fechadura inteligente com trava externa Ip66 preta,[],COMPLETE,MEDIUM,PRODUCT,Fechadura inteligente com trava externa Ip66 preta,
